,Upper Left Eye x,Upper Left Eye y,Lower Left Eye x,Lower Left Eye y,Upper Right Eye x,Upper Right Eye y,Lower Right Eye x,Lower Right Eye y,SB x,SB y,Upper Tail x,Upper Tail y,Mid-Tail x,Mid-Tail y,Lower Tail x,Lower Tail y,Tail Tip x,Tail Tip y,Head x,Head y
95,1423.8047,68.57031,1311.8516,1.3984375,1423.8047,158.13281,1311.8516,180.52344,1065.5547,113.35156,796.8672,158.13281,550.5703,202.91406,304.27344,225.30469,35.585938,270.08594,1379.0234,113.35156
96,1428.75,89.75,1316.25,22.25,1428.75,157.25,1316.25,179.75,1068.75,112.25,798.75,157.25,551.25,202.25,303.75,224.75,33.75,269.75,1361.25,112.25
97,1420.8594,91.171875,1309.4531,2.046875,1420.8594,158.01562,1309.4531,180.29688,1064.3594,135.73438,819.2656,158.01562,551.8906,202.57812,284.51562,224.85938,39.421875,269.42188,1376.2969,113.453125
98,1428.75,89.75,1316.25,22.25,1428.75,157.25,1316.25,179.75,1068.75,134.75,798.75,157.25,551.25,202.25,281.25,224.75,33.75,269.75,1361.25,112.25
99,1428.75,89.75,1316.25,22.25,1428.75,157.25,1316.25,179.75,1068.75,112.25,798.75,157.25,551.25,202.25,281.25,224.75,33.75,247.25,1361.25,112.25
100,1428.7578,67.86719,1316.3359,22.898438,1428.7578,157.80469,1316.3359,180.28906,1069.0078,112.83594,799.1953,157.80469,551.8672,180.28906,282.0547,202.77344,12.2421875,202.77344,1361.3047,112.83594
101,1428.75,89.75,1316.25,22.25,1428.75,157.25,1316.25,179.75,1068.75,134.75,798.75,157.25,551.25,202.25,281.25,202.25,33.75,202.25,1361.25,112.25
102,1428.75,89.75,1316.25,22.25,1428.75,157.25,1316.25,179.75,1068.75,134.75,798.75,157.25,551.25,202.25,281.25,224.75,11.25,247.25,1361.25,112.25
103,1427.7578,90.35156,1315.3359,22.898438,1427.7578,157.80469,1315.3359,202.77344,1068.0078,135.32031,798.1953,157.80469,550.8672,202.77344,281.0547,247.74219,33.726562,292.71094,1360.3047,112.83594
104,1428.75,89.75,1316.25,22.25,1428.75,157.25,1316.25,179.75,1068.75,134.75,798.75,157.25,551.25,202.25,281.25,247.25,33.75,269.75,1361.25,112.25
105,1423.7891,90.75781,1311.6797,23.492188,1423.7891,158.02344,1311.6797,180.44531,1065.0391,135.60156,818.39844,158.02344,549.33594,202.86719,280.27344,225.28906,33.632812,247.71094,1378.9453,113.17969
106,1428.75,67.25,1316.25,22.25,1428.75,134.75,1316.25,179.75,1068.75,134.75,798.75,157.25,551.25,202.25,281.25,247.25,33.75,269.75,1361.25,112.25
107,1428.75,89.75,1316.25,22.25,1428.75,157.25,1316.25,179.75,1068.75,112.25,798.75,157.25,551.25,202.25,281.25,224.75,33.75,292.25,1361.25,112.25
108,1428.7969,90.359375,1316.7656,23.140625,1428.7969,157.57812,1316.7656,179.98438,1070.2969,135.17188,801.4219,157.57812,554.9531,202.39062,308.48438,224.79688,39.609375,247.20312,1361.5781,112.765625
109,1427.7656,89.953125,1315.4219,22.546875,1427.7656,157.35938,1315.4219,202.29688,1068.2656,112.421875,798.6406,157.35938,551.4844,202.29688,281.85938,247.23438,34.703125,269.70312,1360.3594,112.421875
110,1423.7891,90.75781,1311.6797,23.492188,1423.7891,158.02344,1311.6797,180.44531,1065.0391,135.60156,818.39844,158.02344,549.33594,202.86719,302.6953,225.28906,33.632812,270.1328,1378.9453,113.17969
111,1427.7578,90.35156,1315.3359,22.898438,1427.7578,135.32031,1315.3359,202.77344,1068.0078,135.32031,798.1953,157.80469,550.8672,202.77344,303.53906,225.25781,33.726562,247.74219,1360.3047,112.83594
112,1428.7734,68.10156,1316.5078,23.195312,1428.7734,135.46094,1316.5078,180.36719,1069.5234,113.00781,800.08594,157.91406,553.10156,202.82031,306.1172,225.27344,36.679688,247.72656,1361.4141,113.00781
113,1428.75,89.75,1316.25,22.25,1428.75,157.25,1316.25,179.75,1068.75,134.75,821.25,157.25,551.25,202.25,303.75,224.75,33.75,269.75,1361.25,112.25
114,1428.75,89.75,1316.25,22.25,1428.75,157.25,1316.25,202.25,1068.75,134.75,821.25,157.25,551.25,202.25,281.25,224.75,33.75,247.25,1361.25,112.25
115,1414.8906,91.578125,1326.0156,2.703125,1414.8906,158.23438,1326.0156,180.45312,1059.3906,136.01562,814.9844,158.23438,548.3594,202.67188,303.95312,224.89062,37.328125,247.10938,1370.4531,113.796875
116,1428.75,89.75,1316.25,22.25,1428.75,157.25,1316.25,179.75,1068.75,134.75,798.75,157.25,551.25,202.25,281.25,224.75,33.75,269.75,1361.25,112.25
117,1399.9766,71.14844,1311.7891,5.0078125,1399.9766,159.33594,1311.7891,181.38281,1069.2734,115.24219,782.66406,159.33594,540.14844,203.42969,275.58594,225.47656,33.070312,269.5703,1355.8828,115.24219
118,1428.75,67.25,1316.25,22.25,1428.75,134.75,1316.25,202.25,1068.75,134.75,821.25,157.25,551.25,202.25,303.75,224.75,33.75,247.25,1361.25,112.25
119,1428.7812,90.15625,1316.5938,22.84375,1428.7812,157.46875,1316.5938,202.34375,1069.7812,135.03125,800.53125,157.46875,553.71875,202.34375,284.46875,224.78125,37.65625,269.65625,1361.4688,112.59375
120,1428.75,89.75,1316.25,22.25,1428.75,157.25,1316.25,179.75,1068.75,112.25,798.75,157.25,551.25,202.25,303.75,224.75,33.75,269.75,1361.25,112.25
121,1426.7812,90.15625,1314.5938,22.84375,1426.7812,157.46875,1314.5938,179.90625,1067.7812,112.59375,820.96875,157.46875,551.71875,202.34375,304.90625,224.78125,35.65625,269.65625,1359.4688,112.59375
122,1428.7812,67.71875,1316.5938,22.84375,1428.7812,157.46875,1316.5938,202.34375,1069.7812,112.59375,800.53125,157.46875,553.71875,202.34375,306.90625,224.78125,37.65625,269.65625,1361.4688,112.59375
123,1428.75,89.75,1316.25,22.25,1428.75,134.75,1316.25,202.25,1068.75,134.75,798.75,157.25,551.25,202.25,281.25,224.75,33.75,269.75,1361.25,112.25
124,1428.75,89.75,1316.25,22.25,1428.75,134.75,1316.25,202.25,1068.75,134.75,798.75,157.25,551.25,202.25,281.25,224.75,33.75,247.25,1361.25,112.25
125,1428.75,89.75,1316.25,22.25,1428.75,157.25,1316.25,179.75,1068.75,134.75,798.75,157.25,551.25,179.75,281.25,202.25,11.25,202.25,1361.25,112.25
126,1428.75,89.75,1316.25,22.25,1428.75,157.25,1316.25,179.75,1068.75,134.75,821.25,157.25,551.25,179.75,281.25,202.25,33.75,202.25,1361.25,112.25
127,1425.7734,90.55469,1313.5078,23.195312,1425.7734,157.91406,1313.5078,180.36719,1066.5234,135.46094,819.53906,157.91406,550.10156,202.82031,280.66406,225.27344,33.679688,247.72656,1358.4141,113.00781
128,1428.75,89.75,1316.25,-0.25,1428.75,179.75,1316.25,179.75,1068.75,112.25,798.75,157.25,551.25,202.25,281.25,247.25,33.75,292.25,1361.25,112.25
129,1427.7969,90.359375,1315.7656,0.734375,1427.7969,179.98438,1315.7656,157.57812,1069.2969,135.17188,800.4219,157.57812,553.9531,202.39062,307.48438,224.79688,38.609375,269.60938,1360.5781,112.765625
130,1428.75,89.75,1316.25,-0.25,1428.75,179.75,1316.25,157.25,1068.75,112.25,798.75,157.25,551.25,202.25,281.25,224.75,11.25,292.25,1361.25,112.25
131,1420.8828,91.97656,1331.9453,3.0390625,1420.8828,158.67969,1309.7109,158.67969,1065.1328,136.44531,798.3203,158.67969,553.7422,203.14844,286.9297,247.61719,42.351562,314.3203,1376.4141,114.21094
132,1418.8906,91.578125,1330.0156,2.703125,1418.8906,158.23438,1307.7969,158.23438,1063.3906,113.796875,818.9844,158.23438,552.3594,202.67188,285.73438,247.10938,41.328125,335.98438,1374.4531,113.796875
133,1425.7969,90.359375,1313.7656,0.734375,1425.7969,179.98438,1313.7656,157.57812,1067.2969,135.17188,820.8281,157.57812,551.9531,202.39062,283.07812,247.20312,36.609375,269.60938,1380.9844,112.765625
134,1428.75,89.75,1316.25,-0.25,1428.75,179.75,1316.25,157.25,1068.75,112.25,798.75,157.25,528.75,202.25,281.25,247.25,33.75,292.25,1361.25,112.25
135,1426.7656,89.953125,1314.4219,0.078125,1426.7656,179.82812,1314.4219,157.35938,1067.2656,134.89062,797.6406,157.35938,528.0156,202.29688,280.85938,247.23438,33.703125,292.17188,1359.3594,112.421875
