scorer,DLC_HrnetW32_Top-View ZebrafishJun26shuffle1_detector_200_snapshot_200,DLC_HrnetW32_Top-View ZebrafishJun26shuffle1_detector_200_snapshot_200,DLC_HrnetW32_Top-View ZebrafishJun26shuffle1_detector_200_snapshot_200,DLC_HrnetW32_Top-View ZebrafishJun26shuffle1_detector_200_snapshot_200,DLC_HrnetW32_Top-View ZebrafishJun26shuffle1_detector_200_snapshot_200,DLC_HrnetW32_Top-View ZebrafishJun26shuffle1_detector_200_snapshot_200,DLC_HrnetW32_Top-View ZebrafishJun26shuffle1_detector_200_snapshot_200,DLC_HrnetW32_Top-View ZebrafishJun26shuffle1_detector_200_snapshot_200,DLC_HrnetW32_Top-View ZebrafishJun26shuffle1_detector_200_snapshot_200,DLC_HrnetW32_Top-View ZebrafishJun26shuffle1_detector_200_snapshot_200,DLC_HrnetW32_Top-View ZebrafishJun26shuffle1_detector_200_snapshot_200,DLC_HrnetW32_Top-View ZebrafishJun26shuffle1_detector_200_snapshot_200,DLC_HrnetW32_Top-View ZebrafishJun26shuffle1_detector_200_snapshot_200,DLC_HrnetW32_Top-View ZebrafishJun26shuffle1_detector_200_snapshot_200,DLC_HrnetW32_Top-View ZebrafishJun26shuffle1_detector_200_snapshot_200,DLC_HrnetW32_Top-View ZebrafishJun26shuffle1_detector_200_snapshot_200,DLC_HrnetW32_Top-View ZebrafishJun26shuffle1_detector_200_snapshot_200,DLC_HrnetW32_Top-View ZebrafishJun26shuffle1_detector_200_snapshot_200,DLC_HrnetW32_Top-View ZebrafishJun26shuffle1_detector_200_snapshot_200,DLC_HrnetW32_Top-View ZebrafishJun26shuffle1_detector_200_snapshot_200,DLC_HrnetW32_Top-View ZebrafishJun26shuffle1_detector_200_snapshot_200,DLC_HrnetW32_Top-View ZebrafishJun26shuffle1_detector_200_snapshot_200,DLC_HrnetW32_Top-View ZebrafishJun26shuffle1_detector_200_snapshot_200,DLC_HrnetW32_Top-View ZebrafishJun26shuffle1_detector_200_snapshot_200,DLC_HrnetW32_Top-View ZebrafishJun26shuffle1_detector_200_snapshot_200,DLC_HrnetW32_Top-View ZebrafishJun26shuffle1_detector_200_snapshot_200,DLC_HrnetW32_Top-View ZebrafishJun26shuffle1_detector_200_snapshot_200,DLC_HrnetW32_Top-View ZebrafishJun26shuffle1_detector_200_snapshot_200,DLC_HrnetW32_Top-View ZebrafishJun26shuffle1_detector_200_snapshot_200,DLC_HrnetW32_Top-View ZebrafishJun26shuffle1_detector_200_snapshot_200
bodyparts,Upper Left Eye,Upper Left Eye,Upper Left Eye,Lower Left Eye,Lower Left Eye,Lower Left Eye,Upper Right Eye,Upper Right Eye,Upper Right Eye,Lower Right Eye,Lower Right Eye,Lower Right Eye,SB,SB,SB,Upper Tail,Upper Tail,Upper Tail,Mid-Tail,Mid-Tail,Mid-Tail,Lower Tail,Lower Tail,Lower Tail,Tail Tip,Tail Tip,Tail Tip,Head,Head,Head
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,700.3828,231.72656,0.9800105,644.9922,198.49219,1.0,689.3047,276.03906,0.98346883,633.91406,287.1172,0.97790277,523.1328,242.80469,0.9784294,401.27344,242.80469,1.0,279.41406,242.80469,0.9954601,157.55469,231.72656,1.0,24.617188,209.57031,0.98319674,656.0703,253.88281,0.9684385
1,700.4531,231.39062,0.9845967,645.2969,198.29688,0.99884707,689.4219,275.51562,0.9839037,634.2656,286.54688,0.988561,523.9531,253.45312,0.97968334,402.60938,242.42188,0.99671113,281.26562,242.42188,1.0,148.89062,231.39062,0.997801,16.515625,209.32812,1.0,667.3594,253.45312,0.9765219
2,699.3594,231.17188,0.9910109,643.8906,197.89062,0.9970501,688.2656,275.54688,0.9837037,632.7969,286.64062,0.98359704,521.8594,253.35938,0.97879577,399.82812,242.26562,0.9982006,277.79688,242.26562,0.99936,155.76562,231.17188,1.0,22.640625,208.98438,0.98574233,666.0781,253.35938,0.98767287
3,700.3828,231.72656,0.9893684,644.9922,198.49219,1.0,689.3047,276.03906,0.98579895,633.91406,287.1172,0.9738571,523.1328,242.80469,0.98315024,401.27344,242.80469,0.9939424,279.41406,242.80469,0.99842316,157.55469,231.72656,0.9991429,13.5390625,209.57031,0.97048044,667.14844,253.88281,0.97419214
4,699.3828,231.72656,0.98476464,643.9922,198.49219,0.99647397,688.3047,276.03906,0.9821955,643.9922,287.1172,0.97747576,522.1328,242.80469,0.97851956,400.27344,242.80469,0.9979943,278.41406,242.80469,0.99594617,156.55469,231.72656,0.9993586,23.617188,209.57031,0.97449136,666.14844,253.88281,0.9856676
5,699.4531,231.39062,0.9946917,644.2969,198.29688,0.995571,688.4219,275.51562,0.9822125,633.2656,286.54688,0.98489267,522.9531,253.45312,0.98181957,401.60938,242.42188,1.0,280.26562,242.42188,0.9961487,147.89062,231.39062,1.0,15.515625,209.32812,0.9893786,666.3594,253.45312,0.98277706
6,698.3594,231.17188,0.9933732,642.8906,197.89062,0.9920986,698.3594,275.54688,0.9752535,642.8906,286.64062,0.9784761,520.8594,242.26562,0.97886986,398.82812,242.26562,0.99800026,276.79688,242.26562,0.99678534,154.76562,231.17188,1.0,21.640625,208.98438,0.99063253,665.0781,253.35938,0.992677
7,699.33594,231.61719,0.9848661,643.78906,198.28906,0.99346644,688.22656,276.0547,0.98934984,632.6797,287.16406,0.9763362,521.58594,242.72656,0.9802333,399.3828,242.72656,0.99777025,277.1797,242.72656,0.9972796,154.97656,231.61719,0.9928378,21.664062,209.39844,0.98891574,666.0078,253.83594,0.9852933
