,Lower Tail Angle,Mid-Tail Angle,Upper Tail Angle,SB Tail Angle,Active
0,-0.08664884102448145,-0.06060206119570122,-0.01019369061086417,0.1385199172416356,1
1,2.6348947367044033,0.33697150273880894,0.2811038463084605,0.20652233515862406,1
2,-0.638076539696824,-0.00163111872189603,0.10777590685286498,0.20244603801421057,1
3,0.062404942381343975,0.15934489263929885,0.0895686694174076,0.1329470621012585,1
4,0.11570979826871719,0.013166585971425615,0.09033976845858183,0.13059413218552063,1
5,0.0077862081515829296,0.11120110350458567,0.004871007825260065,0.12808084072577097,1
6,0.08938051296171867,-0.07204366860775169,0.09836995300761497,0.12539007399289703,1
7,0.08431853066240791,-0.005405989981882797,0.025316280422237103,0.12267676861231003,1
8,0.010586711494114276,-0.023825186677650656,0.035424581355765206,0.12014834930326623,1
9,0.09845098342106962,-0.034235425351230475,0.04154582509646021,0.11772424638885015,0
10,0.020932228296612898,-0.04485172874011312,0.04831675182568729,0.11512082924569267,0
11,0.03940712214530917,-0.061919888935411116,0.05633231752373913,0.11246888838004887,0
12,0.03777846788152983,-0.06173942588499415,0.05803099600456951,0.10969335843918993,0
13,0.03382535301317313,-0.039628780731010504,0.046378962258833756,0.10681578204186648,0
14,0.030980368530419078,-0.021010272537821617,0.03759564739569754,0.103894150436739,0
15,0.02748138956686752,-0.0024640502838786382,0.02894619363040407,0.10088885971421702,0
16,0.015406590023004263,0.013870864347850898,0.023414295803306562,0.09775452449239896,0
17,-0.07562651375848439,0.02050268521027876,0.02113560516637314,0.09453602651532877,0
18,0.013447266397732971,0.01918718911295425,0.024802313787510855,0.09125940491153228,0
19,0.05075617386278486,-0.007481326615838668,0.03282662154195215,0.08797637031729622,0
20,-0.03959832990504131,-0.01715070318654144,0.04460315862242137,0.07733540106205572,0
21,-0.038090962413115825,-0.025911732762447404,0.05140208669091395,0.07548391700388413,0
22,-0.03663667764619705,-0.03366197311070396,0.05692595345196505,0.07483961759882662,0
23,-0.028180547167593772,-0.044341755426184015,0.06173094273777213,0.07420668124253593,0
24,-0.07586458069453661,-0.017557727637816267,0.059979051563268104,0.0736867897991349,0
25,0.0024219983364002218,-0.1797874149437333,0.05830259429402895,0.07304499753009175,1
26,-5.71025387627877e-05,-0.17245916204824052,0.05399693642125536,0.07242783770842509,1
27,-0.0269628804816322,-0.026723893142626576,0.05302476836624903,0.07060643594806626,1
28,0.08659157383708127,-0.036717141448115775,0.05637944671663986,0.060739983458664604,1
29,0.07003972337156261,-0.020051108032100196,0.05360008689005635,0.05818574438523383,1
30,-0.053316761780456634,-6.11499611240518e-05,0.05325208438868856,0.055960950029780854,1
31,0.07161460024921329,-0.018592215075410312,0.05544793679546833,0.05393960007929399,1
32,-0.04766699081251824,-0.01616510248833869,0.055255903830844666,0.052331285309389575,1
33,-0.04600160890988825,-0.010951472901223447,0.055139336476514256,0.051078908421118285,1
34,-0.02764344244774586,-0.028441289461776265,0.057501469911490855,0.05011774805322933,1
35,0.00656215503369495,-0.04456892270474011,0.057516091457917806,0.0494220231920699,0
36,-0.00842895505965302,-0.026790730396951012,0.057579484475429155,0.04893145566726975,0
37,0.02579260557498042,-0.04356279918071282,0.05766768504448594,0.04863873467998614,0
38,0.025769185739237255,-0.043769016593929955,0.057741972966478095,0.04855549732950415,0
39,0.01599030702357407,-0.027071607055495495,0.055474302871719505,0.04863215977830482,0
40,0.01456554461592141,-0.026928328253741807,0.05556034156076084,0.04877894238982616,0
41,0.13704671043886663,-0.04410487064413626,0.05564578739309933,0.04906492291867881,0
42,0.04820824873191043,-0.044616108205873584,0.05574026639425966,0.04945217067374896,0
43,0.05342972104331345,-0.04766962843223688,0.05588761233559714,0.04988928532218306,0
44,0.07947904898162594,-0.06571271261095202,0.05835725168572736,0.05052751574821812,0
45,0.07946279430758496,-0.06709771458088776,0.05847435443275506,0.051263542003396,0
46,0.07872548974024296,-0.06781063622956518,0.05859820483066924,0.0520656851479151,0
47,0.06346091180603253,-0.0797727209454071,0.0648807768139319,0.052918910648364736,0
48,0.04256744437470905,-0.05028494801717587,0.049771114464306265,0.05376861230736907,0
49,0.03878331011936176,-0.053091774887183085,0.049869247016942175,0.05462640286300724,1
50,0.06658781644886513,-0.1399448831182939,0.049943792643866836,0.05550688499956369,1
51,-0.01705326984565847,-0.1419038920905078,0.05000204948319187,0.056407512978823515,1
52,-0.13577988194280266,0.014419673353075257,0.04156517520490999,0.057319813982863455,1
53,0.07071445776940566,-0.028408238573597533,0.05673190050268895,0.05817754974851841,1
54,0.0558063044034558,-0.02116288078334083,0.05678755306394878,0.0591238498354727,1
55,-0.1046374618198671,-0.00023666193568461225,0.052861943026951685,0.06296534690384492,1
56,-0.069867077035076,-0.018487952093402704,0.053133243966461574,0.06359938514525076,1
57,0.0962259180548557,-0.041762863114673365,0.05590634028651742,0.06422305743373391,1
58,-0.015634986244670745,-0.043699660105494864,0.056255668672404724,0.06482843578289144,1
59,0.02522093298698236,-0.062414086549975156,0.05661489539086695,0.06541048065237298,0
60,0.06381237613759749,-0.08403614281316951,0.059609032430597786,0.06596690167793406,0
61,0.0824593591296705,-0.08574789839767716,0.05994958507806247,0.06649880775211425,0
62,0.08007759441082074,-0.0853812694852838,0.060004545545755406,0.06745522226752154,0
63,0.08140212601722663,-0.08647232290815055,0.059995198946590556,0.06837479442818317,0
64,0.08499747468871499,-0.08733723796256898,0.059916935047407804,0.06925210292339701,0
65,0.07190128932127449,-0.08916072650459395,0.05976734262216565,0.07008085217418714,0
66,0.07216910432684776,-0.0895472331017495,0.05955939800938248,0.07085491203688798,0
67,0.04504518297127147,-0.07193946213651525,0.056561510729624676,0.07157209365501949,0
68,0.048355622558835076,-0.07333966001061576,0.05629279606551707,0.07223274238028443,0
69,0.0266233944359211,-0.07179861333595472,0.05601141711911106,0.07283741098222496,0
70,0.0446398008883917,-0.07176113505308157,0.05572399039737874,0.07338981364461983,0
71,0.007116961684749956,-0.04972989087158419,0.05278607238635091,0.07389829068092935,0
72,0.03828419050485099,-0.0688813781233284,0.05515492223554208,0.07436957749821671,0
73,0.01260185216994536,-0.034089967297533885,0.037894371765861745,0.07481364771630261,1
74,0.036490163112985474,-0.043493061276508094,0.043752078621858814,0.07524280366913283,1
75,-0.2426020563811182,-0.03620057611767269,0.04339739859897751,0.07566404962604789,1
76,-0.0097517977231667,-0.15288935081846544,0.04288806060531414,0.07608337562854794,1
77,-0.0634751193690235,-0.03928864010673472,0.042501840100367616,0.0765054184045666,1
78,0.147012271277577,-0.07943446307608681,0.05902615670581346,0.07693188610680401,1
79,-0.004750805468900499,-0.054251481270499724,0.0524476714632347,0.07742852626264973,1
80,-0.03748712303716406,-0.03720761408771134,0.052102950459758546,0.07786003345134596,1
81,-0.007055010103393045,-0.055461999852585375,0.05463191368695952,0.07829981118992979,1
82,0.07501281369750856,-0.0384387963829127,0.054442661386716384,0.07852625398337398,1
83,-0.07680509222650311,-0.02182788375138589,0.05426154061735744,0.07882190340040429,1
84,-0.03785781166406332,-0.03674961908023322,0.05408743030755092,0.07904498049745579,1
85,0.0006331904149901035,-0.053591072785131644,0.05390502759385596,0.07928165633741546,0
86,0.018114837312267706,-0.05384351637771623,0.05369706806918595,0.07954287204495714,0
87,0.05212475610791323,-0.07073807266869991,0.053469471219460996,0.0798120740990349,0
88,0.0822723555480338,-0.08581203261124992,0.05241515339933578,0.0816287899115169,0
89,0.08495100736961225,-0.08662920014905984,0.05208095847500793,0.08202528159891775,0
90,0.08429757961665185,-0.08598747554215525,0.05169452506861827,0.08245799985005675,0
